"","id","first_name","second_name","web_name","team","element_type","photo","team_name","short_team_name","strength","strength_overall_home","strength_overall_away","strength_attack_home","strength_attack_away","strength_defence_home","strength_defence_away"
"19",23,"Leandro","Trossard","Trossard",1,3,"116216.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"20",24,"Benjamin","White","White",1,2,"198869.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"21",25,"Oleksandr","Zinchenko","Zinchenko",1,2,"206325.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"22",73,"Norberto","Murara Neto","Neto",1,1,"69752.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"23",186,"Raheem","Sterling","Sterling",1,3,"103955.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"24",578,"Riccardo","Calafiori","Calafiori",1,2,"466075.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"25",597,"Myles","Lewis-Skelly","Lewis-Skelly",1,3,"499169.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"26",633,"Mikel","Merino","Merino",1,3,"195384.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"27",638,"Salah-Eddine","Oulad M'hand","Oulad M'hand",1,3,"498046.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"28",639,"Tommy","Setford","Setford",1,1,"551221.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"29",657,"Maldini","Kacurri","Kacurri",1,2,"588793.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"30",659,"Ismeal","Kabia","Kabia",1,3,"588796.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"31",662,"Josh","Nichols","Nichols",1,2,"499167.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"32",665,"Nathan","Butler-Oyedeji","Butler-Oyedeji",1,4,"461025.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"33",735,"Mikel","Arteta","Arteta",1,5,"100051017.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"34",756,"Jack","Porter","Porter",1,1,"616059.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"35",790,"Jimi","Gower","Gower",1,3,"538182.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"36",793,"Jack","Henry-Francis","Jack Henry-Francis",1,3,"514307.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"37",801,"Brayden","Clarke","Clarke",1,2,"563324.jpg","Arsenal","ARS",5,1350,1350,1390,1400,1310,1300
"38",28,"Leon","Bailey","Bailey",2,3,"215711.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"39",29,"Ross","Barkley","Barkley",2,3,"88894.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"40",30,"Enzo","Barrenechea","Barrenechea",2,3,"491287.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"41",31,"Emiliano","Buendía Stati","Buendia",2,3,"195546.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"42",32,"Matty","Cash","Cash",2,2,"199796.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"43",33,"Leander","Dendoncker","Dendoncker",2,3,"151589.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"44",34,"Moussa","Diaby","Diaby",2,3,"243557.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"45",35,"Diego Carlos","Santos Silva","Diego Carlos",2,2,"165659.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"46",36,"Lucas","Digne","Digne",2,2,"101188.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"47",37,"Lewis","Dobbin","Dobbin",2,3,"461421.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"48",38,"Jhon","Durán","Duran",2,4,"476344.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"49",39,"Joe","Gauci","Gauci",2,1,"462492.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"50",40,"Kortney","Hause","Hause",2,2,"123354.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"51",41,"Samuel","Iling-Junior","Iling Jr",2,3,"469247.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"52",42,"Boubacar","Kamara","Kamara",2,3,"226944.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"53",43,"Kaine","Kesler-Hayden","Kesler-Hayden",2,2,"465390.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"54",44,"Ezri","Konsa Ngoyo","Konsa",2,2,"199798.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"55",45,"Ian","Maatsen","Maatsen",2,2,"441302.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"56",46,"Filip","Marschall","Marschall",2,1,"462381.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"57",47,"Emiliano","Martínez Romero","Martinez",2,1,"98980.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"58",48,"John","McGinn","McGinn",2,3,"122806.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"59",49,"Tyrone","Mings","Mings",2,2,"149484.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"60",50,"Kosta","Nedeljković","Nedeljkovic",2,2,"578545.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"61",51,"Robin","Olsen","Olsen",2,1,"111782.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"62",52,"Pau","Torres","Pau",2,2,"244954.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"63",53,"Jacob","Ramsey","Ramsey",2,3,"232653.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"64",54,"Morgan","Rogers","Rogers",2,3,"244850.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"65",55,"Viljami","Sinisalo","Sinisalo",2,1,"248164.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"66",56,"Lino","da Cruz Sousa","Sousa",2,2,"514315.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"67",57,"Youri","Tielemans","Tielemans",2,3,"166989.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"68",58,"Ollie","Watkins","Watkins",2,4,"178301.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"69",167,"Axel","Disasi","Disasi",2,2,"220362.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"70",233,"Amadou","Onana","Onana",2,3,"449871.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"71",385,"Marcus","Rashford","Rashford",2,3,"176297.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"72",598,"Lamare","Bogarde","Bogarde",2,2,"515597.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"73",640,"Sil","Swinkels","Swinkels",2,2,"514287.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"74",641,"Oliwier","Zych","Zych",2,1,"516159.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"75",656,"Kadan","Young","Young",2,3,"537403.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"76",679,"Ben","Broggio","Broggio",2,3,"577731.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"77",710,"Jamaldeen","Jimoh","Jimoh",2,3,"559962.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"78",725,"Donyell","Malen","Malen",2,3,"204646.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"79",731,"Andrés","García","A. Garcia",2,2,"606798.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"80",737,"Unai","Emery","Emery",2,5,"100037568.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"81",762,"Marco","Asensio","M.Asensio",2,3,"174292.jpg","Aston Villa","AVL",3,1145,1240,1130,1180,1160,1300
"82",59,"Max","Aarons","Aarons",3,2,"232980.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"83",60,"Tyler","Adams","Adams",3,3,"200785.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"84",61,"Jaidon","Anthony","Anthony",3,3,"444180.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"85",62,"David","Brooks","Brooks",3,3,"111317.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"86",63,"Ryan","Christie","Christie",3,3,"158499.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"87",64,"Lewis","Cook","Cook",3,3,"155408.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"88",65,"Enes","Ünal","Enes Ünal",3,4,"168636.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"89",66,"Romain","Faivre","Faivre",3,3,"441240.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"90",67,"Hamed","Traorè","H.Traorè",3,3,"424044.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"91",68,"James","Hill","Hill",3,2,"463981.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"92",69,"Daniel","Jebbison","Jebbison",3,4,"523700.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"93",70,"Milos","Kerkez","Kerkez",3,2,"544877.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"94",71,"Justin","Kluivert","Kluivert",3,3,"222683.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"95",72,"Chris","Mepham","Mepham",3,2,"223911.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"96",74,"Dango","Ouattara","O.Dango",3,3,"533463.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"97",75,"Alex","Paulsen","Paulsen",3,1,"495145.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"98",76,"Philip","Billing","Philip",3,3,"168991.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"99",77,"Alex","Scott","Scott",3,3,"503139.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"100",78,"Antoine","Semenyo","Semenyo",3,3,"437730.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"101",79,"Marcos","Senesi","Senesi",3,2,"221466.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"102",80,"Luis","Sinisterra","Sinisterra",3,3,"224995.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"103",81,"Adam","Smith","Smith",3,2,"54469.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"104",83,"Marcus","Tavernier","Tavernier",3,3,"201658.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"105",84,"Mark","Travers","Travers",3,1,"229600.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"106",85,"Illia","Zabarnyi","Zabarnyi",3,2,"477580.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"107",152,"Kepa","Arrizabalaga","Arrizabalaga",3,1,"109745.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"108",580,"Dean","Huijsen","Huijsen",3,2,"554605.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"109",592,"Julián","Araujo Zúñiga","J.Araujo",3,2,"436893.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"110",599,"Will","Dennis","Dennis",3,1,"444172.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"111",617,"Francisco Evanilson","de Lima Barbosa","Evanilson",3,4,"444102.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"112",680,"Max","Kinsey","Kinsey",3,2,"496683.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"113",687,"Ben","Winterburn","Winterburn",3,3,"606775.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"114",702,"Archie","Harris","Harris",3,2,"632822.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"115",707,"Remy","Rees-Dottin","Rees-Dottin",3,4,"606774.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"116",712,"Matai","Akinmboni","Akinmboni",3,2,"541462.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"117",713,"Julio","Soler","Soler",3,2,"575901.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"118",722,"Daniel","Adu-Adjei","Adu-Adjei",3,4,"590760.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"119",723,"Dominic","Sadi","Sadi",3,3,"550596.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"120",727,"Callan","McKenna","McKenna",3,1,"568791.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"121",728,"Zain","Silcott-Duberry","Silcott-Duberry",3,3,"530121.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"122",738,"Andoni","Iraola","Iraola",3,5,"100050427.jpg","Bournemouth","BOU",3,1170,1200,1120,1180,1220,1220
"123",86,"Kristoffer","Ajer","Ajer",4,2,"191866.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"124",87,"Ethan","Brierley","Brierley",4,3,"494041.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"125",88,"Nathan","Collins","Collins",4,2,"432830.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"126",89,"Mikkel","Damsgaard","Damsgaard",4,3,"440089.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"127",90,"Josh","Dasilva","Dasilva",4,3,"183656.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"128",91,"Mark","Flekken","Flekken",4,1,"118342.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"129",92,"Rico","Henry","Henry",4,2,"194010.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"130",93,"Aaron","Hickey","Hickey",4,2,"472713.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"131",94,"Vitaly","Janelt","Janelt",4,3,"204580.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"132",95,"Mathias","Jensen","Jensen",4,3,"207283.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"133",96,"Kim","Ji-soo","Ji-soo",4,2,"570241.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"134",97,"Yunus Emre","Konak","Konak",4,3,"628204.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"135",98,"Keane","Lewis-Potter","Lewis-Potter",4,3,"249231.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"136",99,"Bryan","Mbeumo","Mbeumo",4,3,"446008.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"137",100,"Ben","Mee","Mee",4,2,"51927.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"138",101,"Christian","Nørgaard","Nørgaard",4,3,"128295.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"139",102,"Frank","Onyeka","Onyeka",4,3,"428580.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"140",103,"Myles","Peart-Harris","Peart-Harris",4,3,"450539.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"141",104,"Ethan","Pinnock","Pinnock",4,2,"231065.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"142",105,"Mads","Roerslev Rasmussen","Roerslev",4,2,"226956.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"143",106,"Kevin","Schade","Schade",4,3,"513418.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"144",107,"Igor Thiago","Nascimento Rodrigues","Thiago",4,4,"502500.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"145",108,"Ivan","Toney","Toney",4,4,"144485.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"146",109,"Hákon","Valdimarsson","Valdimarsson",4,1,"507433.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"147",110,"Yoane","Wissa","Wissa",4,4,"216646.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"148",111,"Yehor","Yarmoliuk","Yarmoliuk",4,3,"508395.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"149",112,"Mathias","Jorgensen","Zanka",4,2,"48760.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"150",314,"Fábio","Freitas Gouveia Carvalho","Carvalho",4,3,"244858.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"151",338,"Sepp","van den Berg","Van den Berg",4,2,"444765.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"152",602,"Ryan","Trevitt","Trevitt",4,3,"591357.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"153",634,"Gustavo","Nunes Fernandes Gomes","G.Nunes",4,3,"626464.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"154",649,"Jayden","Meghoma","Meghoma",4,2,"499717.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"155",661,"Tony","Yogane","Yogane",4,3,"592662.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"156",674,"Paris","Maghoma","Maghoma",4,3,"220695.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"157",705,"Benjamin","Arthur","Arthur",4,2,"622536.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"158",752,"Thomas","Frank","Frank",4,5,"100042830.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"159",757,"Michael","Kayode","Kayode",4,2,"607464.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"160",759,"Julian","Eyestone","Eyestone",4,1,"535017.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"161",780,"Iwan","Morgan","Morgan",4,4,"533710.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"162",786,"Benjamin","Fredrick","Benjamin Fredrick",4,2,"612534.jpg","Brentford","BRE",3,1130,1180,1100,1100,1160,1260
"163",113,"Simon","Adingra","Adingra",5,3,"535818.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"164",114,"Benicio","Baker-Boaitey","Baker-Boaitey",5,3,"475480.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"165",115,"Carlos","Baleba","Baleba",5,3,"535301.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"166",116,"Valentín","Barco","Barco",5,2,"543158.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"167",118,"Amario","Cozier-Duberry","Cozier-Duberry",5,3,"519324.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"168",119,"Mahmoud","Dahoud","Dahoud",5,3,"168090.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"169",120,"Lewis","Dunk","Dunk",5,2,"83299.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"170",122,"Pervis","Estupiñán","Estupiñan",5,2,"204214.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"171",124,"Billy","Gilmour","Gilmour",5,3,"243568.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"172",125,"Pascal","Groß","Gross",5,3,"60307.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"173",126,"Jack","Hinshelwood","Hinshelwood",5,3,"532529.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"174",127,"Ibrahim","Osman","I.Osman",5,3,"612855.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"175",128,"Igor Julio","dos Santos de Paulo","Igor",5,2,"223434.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"176",129,"João Pedro","Junqueira de Jesus","João Pedro",5,4,"475168.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"177",130,"Kacper","Kozłowski","Kozlowski",5,3,"484658.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"178",131,"Tariq","Lamptey","Lamptey",5,2,"232792.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"179",132,"Solly","March","March",5,3,"109345.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"180",133,"Adrian","Mazilu","Mazilu",5,3,"550141.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"181",134,"James","Milner","Milner",5,3,"15157.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"182",135,"Yankuba","Minteh","Minteh",5,3,"592031.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"183",136,"Mitoma","Kaoru","Mitoma",5,3,"451340.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"184",137,"Jakub","Moder","Moder",5,3,"243505.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"185",138,"Mark","O’Mahony","O’Mahony",5,4,"574402.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"186",139,"Odeluga","Offiah","Offiah",5,2,"445548.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"187",140,"Cameron","Peupion","Peupion",5,3,"491598.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"188",141,"Jeremy","Sarmiento Morante","Sarmiento",5,3,"441192.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"189",142,"Jason","Steele","Steele",5,1,"49262.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"190",143,"Deniz","Undav","Undav",5,4,"450434.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"191",144,"Jan Paul","van Hecke","Van Hecke",5,2,"469142.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"192",145,"Joël","Veltman","Veltman",5,2,"111478.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"193",146,"Bart","Verbruggen","Verbruggen",5,1,"489639.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"194",147,"Adam","Webster","Webster",5,2,"110735.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"195",148,"Danny","Welbeck","Welbeck",5,4,"50175.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"196",149,"Mats","Wieffer","Wieffer",5,3,"467779.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"197",595,"Brajan","Gruda","Gruda",5,3,"513433.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"198",600,"Yasin","Ayari","Ayari",5,3,"509416.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"199",601,"Andrew","Moran","Moran",5,3,"513834.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"200",615,"Carl","Rushworth","Rushworth",5,1,"472739.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"201",618,"Georginio","Rutter","Georginio",5,3,"463067.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"202",628,"Ferdi","Kadioglu","F.Kadıoğlu",5,2,"231416.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"203",629,"Matt","O'Riley","O'Riley",5,3,"219249.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"204",663,"Imari","Samuels","Samuels",5,2,"447720.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"205",668,"Killian","Cahill","Cahill",5,1,"565858.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"206",681,"Ruairi","McConville","McConville",5,2,"539721.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"207",685,"Jacob","Slater","Slater",5,2,"589100.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"208",714,"Diego","Gómez","Gómez",5,3,"514254.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"209",739,"Fabian","Hürzeler","Hürzeler",5,5,"100053901.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"210",758,"Joe","Knight","Knight",5,3,"567121.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"211",763,"Eiran","Cashin","Cashin",5,2,"439135.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"212",791,"Charlie","Tasker","Charlie Tasker",5,2,"547720.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"213",794,"Freddie","Simmonds","Freddie Simmonds",5,2,"604988.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
"214",795,"Harry","Howell","Harry Howell",5,3,"597320.jpg","Brighton","BHA",3,1140,1165,1090,1140,1190,1190
